"file.outcome"	"outcome"	"population"	"pmid"	"study"	"ncase"	"ncontrol"	"UKbiobank"	"rsid"	"Effect.Allele"	"Other.Allele"	"lnor"	"se"	"eaf"	"p"	"info"	"info1"	"info2"	"info3"	"HWEp"	"phet"	"I2"	"Q"	"Direction"	"effect_allele_confirmed"	"ID"	"test_statistic"	"all_summary_stats"	"summary_set"	"open_gwas"	"efo"	"MAC_case"	"MAC_control"	"z"	"mean_info"	"Nstudies"	"Nstudies_median"
"scl79.txt"	"Squamous cell lung cancer"	"European"	"28604730"	"ILCCO"	7704	54763	FALSE	"rs2524299"	"T"	"A"	-0.0705158	0.027243	0.143605	0.00964118	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	79	NA	TRUE	"full summary stats"	TRUE	"squamous cell lung carcinoma"	2212.66584	15728.48123	-2.58840069008553	NA	NA	NA
"cmyeloidleukemia87.txt"	"Chronic myeloid leukemia"	"East Asian"	"21540461"	"KCML"	201	497	FALSE	"rs2524299"	"T"	"A"	0.0188217542405877	0.1434	0.2189	0.886	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	87	NA	FALSE	"FAsnps"	FALSE	NA	87.9978	217.5866	0.13125351632209	NA	NA	NA
"hrb88.txt"	"BRCA negative high risk breast cancer"	"East Asian"	"30323354"	"KHBC"	1469	5979	FALSE	"rs2524299"	"T"	NA	0.0285874568519125	0.0506666333686724	NA	0.5726	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	88	0.59	TRUE	"full summary stats"	FALSE	"breast carcinoma"	NA	NA	0.564226492885323	NA	NA	NA
"kif90"	"Kidney cancer in females"	"European"	"31231134"	"KidRISK"	1992	3095	FALSE	"rs2524299"	"T"	"A"	0.0144375432896468	0.062049893	0.14125105	0.816012727	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	90	NA	TRUE	"full summary stats"	FALSE	"kidney cancer"	562.7441832	874.3439995	0.23267636077385	NA	NA	NA
"kim91"	"Kidney cancer in males"	"European"	"31231134"	"KidRISK"	3227	4916	FALSE	"rs2524299"	"T"	"A"	0.00959750327030154	0.049403571	0.141891375	0.845966506	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	91	NA	TRUE	"full summary stats"	FALSE	"kidney cancer"	915.76693425	1395.075999	0.194267399623836	NA	NA	NA
"cco108.txt"	"Clear cell ovarian cancer"	"European"	"28346442"	"OCAC"	1366	40941	FALSE	"rs2524299"	"T"	"A"	0.01469	0.06322	0.1242	0.8165	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	108	NA	TRUE	"full summary stats"	TRUE	"ovarian carcinoma"	339.3144	10169.7444	0.23236317621006	NA	NA	NA
"eoc109.txt"	"Endometrioid ovarian cancer"	"European"	"28346442"	"OCAC"	2810	40941	FALSE	"rs2524299"	"T"	"A"	0.09732	0.04449	0.1242	0.03002	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	109	NA	TRUE	"full summary stats"	TRUE	"ovarian endometrioid carcinoma"	698.004	10169.7444	2.18745785569791	NA	NA	NA
"hso110.txt"	"High grade serous ovarian cancer"	"European"	"28346442"	"OCAC"	13037	40941	FALSE	"rs2524299"	"T"	"A"	0.02978	0.02484	0.1242	0.2311	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	110	NA	TRUE	"full summary stats"	TRUE	"ovarian serous carcinoma"	3238.3908	10169.7444	1.19887278582931	NA	NA	NA
"imo111.txt"	"Invasive mucinous ovarian cancer"	"European"	"28346442"	"OCAC"	1417	40941	FALSE	"rs2524299"	"T"	"A"	0.03309	0.06183	0.1242	0.5937	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	111	NA	TRUE	"full summary stats"	TRUE	"ovarian carcinoma"	351.9828	10169.7444	0.535177098495876	NA	NA	NA
"llo112.txt"	"Low grade & low malignant potential serous ovarian cancer"	"European"	"28346442"	"OCAC"	2966	40941	FALSE	"rs2524299"	"T"	"A"	-0.08943	0.04747	0.1242	0.0576806	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	112	NA	TRUE	"full summary stats"	TRUE	"ovarian serous carcinoma"	736.7544	10169.7444	-1.88392669054139	NA	NA	NA
"lso113.txt"	"Low grade serous ovarian cancer"	"European"	"28346442"	"OCAC"	1012	40941	FALSE	"rs2524299"	"T"	"A"	-0.09241	0.07973	0.1242	0.2422	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	113	NA	TRUE	"full summary stats"	TRUE	"ovarian serous carcinoma"	251.3808	10169.7444	-1.15903674902797	NA	NA	NA
"lmm114.txt"	"Low malignant potential mucinous ovarian cancer"	"European"	"28346442"	"OCAC"	1149	40941	FALSE	"rs2524299"	"T"	"A"	-0.09481	0.07339	0.1242	0.1921	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	114	NA	TRUE	"full summary stats"	TRUE	"ovarian carcinoma"	285.4116	10169.7444	-1.29186537675433	NA	NA	NA
"lmp115.txt"	"Low malignant potential ovarian cancer"	"European"	"28346442"	"OCAC"	3103	40941	FALSE	"rs2524299"	"T"	"A"	-0.09455	0.0467	0.1242	0.0413304	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	115	NA	TRUE	"full summary stats"	TRUE	"ovarian carcinoma"	770.7852	10169.7444	-2.02462526766595	NA	NA	NA
"lso116.txt"	"Low malignant potential serous ovarian cancer"	"European"	"28346442"	"OCAC"	1954	40941	FALSE	"rs2524299"	"T"	"A"	-0.0922	0.05752	0.1242	0.106	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	116	NA	TRUE	"full summary stats"	TRUE	"ovarian serous carcinoma"	485.3736	10169.7444	-1.6029207232267	NA	NA	NA
"moc117.txt"	"Mucinous ovarian cancer"	"European"	"28346442"	"OCAC"	2566	40941	FALSE	"rs2524299"	"T"	"A"	-0.02464	0.04812	0.1242	0.6078	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	117	NA	TRUE	"full summary stats"	TRUE	"ovarian carcinoma"	637.3944	10169.7444	-0.512053200332502	NA	NA	NA
"ovc118.txt"	"Ovarian cancer"	"European"	"28346442"	"OCAC"	25509	40941	FALSE	"rs2524299"	"T"	"A"	0.03072	0.02094	0.1242	0.1425	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	118	NA	TRUE	"full summary stats"	TRUE	"ovarian carcinoma"	6336.4356	10169.7444	1.46704871060172	NA	NA	NA
"soc119.txt"	"Serous ovarian cancer"	"European"	"28346442"	"OCAC"	14049	40941	FALSE	"rs2524299"	"T"	"A"	0.0212	0.0242	0.1242	0.3812	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	119	NA	TRUE	"full summary stats"	TRUE	"ovarian serous carcinoma"	3489.7716	10169.7444	0.87603305785124	NA	NA	NA
"ovc120.txt"	"Ovarian cancer"	"East Asian"	"30898391"	"OCAC (EAS)"	3238	4083	FALSE	"rs2524299"	"T"	"A"	-0.006078	0.03881	0.3162	0.8756	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	120	NA	TRUE	"full summary stats"	FALSE	"ovarian carcinoma"	2047.7112	2582.0892	-0.156609121360474	NA	NA	NA
"apc126.txt"	"Advanced prostate cancer"	"European"	"29892016"	"PRACTICAL"	15167	58308	FALSE	"rs2524299"	"T"	"A"	0.0352	0.0205	0.1405	0.0866603	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	126	NA	TRUE	"full summary stats"	TRUE	"prostate carcinoma"	4261.927	16384.548	1.71707317073171	NA	NA	NA
"eop127.txt"	"Early-onset prostate cancer"	"European"	"29892016"	"PRACTICAL"	6988	44256	FALSE	"rs2524299"	"T"	"A"	0.0144	0.0314	0.1398	0.6466	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	127	NA	TRUE	"full summary stats"	TRUE	"prostate carcinoma"	1953.8448	12373.9776	0.45859872611465	NA	NA	NA
"bcc135_corrected.txt"	"Basal cell carcinoma"	"European"	"ukb-b-8837"	"UKB"	4290	458643	TRUE	"rs2524299"	"T"	"A"	-0.0131675620623063	0.0333997287164686	0.12015	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	135	NA	TRUE	"full summary stats"	TRUE	"basal cell carcinoma"	1030.887	110211.9129	-0.394241587232225	NA	NA	NA
"bla136_corrected.txt"	"Bladder cancer"	"European"	"ukb-d-C67"	"UKB"	1554	359640	TRUE	"rs2524299"	"T"	"A"	0.0338008493889771	0.0593998006700176	0.119927	0.569329	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	136	NA	TRUE	"full summary stats"	TRUE	"bladder carcinoma"	372.733116	86261.09256	0.569039778041516	NA	NA	NA
"cdo142_corrected.txt"	"Cancer of digestive organs"	"European"	"ukb-d-C3_DIGESTIVE_ORGANS"	"UKB"	5690	355504	TRUE	"rs2524299"	"T"	"A"	-0.0308635063963292	0.0290266961991945	0.119927	0.287655	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	142	NA	TRUE	"full summary stats"	TRUE	"digestive system carcinoma"	1364.76926	85269.056416	-1.06328002968473	NA	NA	NA
"lym151_corrected.txt"	"Lymphoma"	"European"	"ukb-d-C_LYMPHOMA"	"UKB"	1752	359442	TRUE	"rs2524299"	"T"	"A"	0.114650751197657	0.0521941886610516	0.119927	0.0280479	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	151	NA	TRUE	"full summary stats"	TRUE	"lymphoma"	420.224208	86213.601468	2.1966190899565	NA	NA	NA
"msc152_corrected.txt"	"Malignant skin cancer"	"European"	"ukb-d-C3_SKIN"	"UKB"	16531	344663	TRUE	"rs2524299"	"T"	"A"	-0.0516981089268118	0.0172420146083942	0.119927	0.00271438	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	152	NA	TRUE	"full summary stats"	TRUE	"non-melanoma skin carcinoma; cutaneous squamous cell carcinoma; basal cell carcinoma; cutaneous melanoma"	3965.026474	82668.799202	-2.99837983559316	NA	NA	NA
"ric160_corrected.txt"	"Respiratory and intrathoracic cancer"	"European"	"ukb-d-C3_RESPIRATORY_INTRATHORACIC"	"UKB"	1944	359250	TRUE	"rs2524299"	"T"	"A"	-0.101008714596434	0.0495094349654286	0.119927	0.0413314	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	160	NA	TRUE	"full summary stats"	TRUE	"mouth neoplasm; oral cavity cancer; laryngeal squamous cell carcinoma; lung carcinoma; malignant pleural mesothelioma; pharynx cancer; hypopharynx cancer"	466.276176	86167.5495	-2.04019122147054	NA	NA	NA
"scc162_corrected.txt"	"Squamous cell carcinoma"	"European"	"ukb-a-60"	"UKB"	404	336755	TRUE	"rs2524299"	"T"	"A"	-0.244368389648195	0.108534180300935	0.119874	0.0243517	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	162	NA	TRUE	"full summary stats"	TRUE	"squamous cell carcinoma"	96.858192	80736.33774	-2.25153393125216	NA	NA	NA
"thc163.txt"	"Thyroid cancer"	"European"	"30104761"	"UKB"	358	407399	TRUE	"rs2524299"	"T"	"A"	0.0205	0.116	0.119882	0.859	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE	163	2.35	TRUE	"full summary stats"	FALSE	"thyroid carcinoma"	85.835512	97679.613836	0.176724137931034	NA	NA	NA
"utc164_corrected.txt"	"Urinary tract cancer"	"European"	"ukb-d-C3_URINARY_TRACT"	"UKB"	1841	359353	TRUE	"rs2524299"	"T"	"A"	0.0808003597868623	0.0508457431855029	0.119927	0.112033	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRUE	164	NA	TRUE	"full summary stats"	TRUE	"kidney cancer; nephroblastoma; renal cell carcinoma; bladder carcinoma"	441.571214	86192.254462	1.58912732363995	NA	NA	NA
"cll83.txt"	"Chronic lymphocytic leukaemia"	"European"	"26956414"	"InterLymph"	3098	7666	FALSE	"rs2524299"	"T"	"A"	-0.00170144663975757	0.0466458955117175	0.131638012001044	0.971246350399	0.994976694641704	NA	NA	NA	NA	0.102754565452	51.5293151334	NA	"-+++"	TRUE	83	NA	TRUE	"full summary stats"	FALSE	"chronic lymphocytic leukemia"	815.629122358469	2018.27400000001	-0.0364758060938109	0.994976694641704	4	4
"dlb84.txt"	"Diffuse large B cell lymphoma"	"European"	"25261932"	"InterLymph"	3853	7663	FALSE	"rs2524299"	"T"	"A"	-0.125449850717416	0.0455443944555426	0.131001526817173	0.0058985262225	0.992836841422268	NA	NA	NA	NA	0.371769755455	NA	NA	"--NA+"	TRUE	84	NA	TRUE	"full summary stats"	FALSE	"diffuse large b-cell lymphoma"	1009.49776565314	2007.72939999999	-2.75445205095156	0.992836841422268	5	4
"fll85.txt"	"Follicular lymphoma"	"European"	"25279986"	"InterLymph"	2846	8105	FALSE	"rs2524299"	"T"	"A"	-0.0968413514495556	0.0490195442844245	0.136040037014189	0.0483645621704	0.993640189739986	NA	NA	NA	NA	0.55848755692	0	NA	"--+-"	TRUE	85	NA	TRUE	"full summary stats"	FALSE	"follicular lymphoma"	774.339890684764	2205.209	-1.97556613108552	0.993640189739986	4	4
"crc3.txt"	"Colorectal cancer"	"East Asian"	"31826910"	"ACCC"	23572	48700	FALSE	"rs2524299"	"A"	"T"	0.0762	0.0146	0.7154	1.84e-07	NA	NA	NA	NA	NA	0.1465	29	"18.3"	"-++++++-++++++?"	TRUE	3	NA	FALSE	"FAregions"	NA	NA	13417.1824	27720.04	5.21917808219178	NA	14	14
"esa24.txt"	"Esophageal adenocarcinoma"	"European"	"27527254"	"EAS"	4112	17159	FALSE	"rs2524299"	"A"	"T"	-0.0829	0.0415	NA	0.04591	NA	NA	NA	NA	NA	0.1831	41.1	"3.396"	"+--"	TRUE	24	NA	TRUE	"full summary stats"	FALSE	"esophageal adenocarcinoma"	NA	NA	-1.99759036144578	NA	3	3
"colon59.txt"	"Colon cancer"	"European"	"30510241"	"GECCO/CORECT/CCFR"	31083	67694	TRUE	"rs2524299"	"A"	"T"	0.0745	0.0164	0.8754	5.821e-06	NA	NA	NA	NA	NA	0.676	0	"3.155"	"-+-+++"	TRUE	59	4.533	FALSE	"FAsnps"	NA	NA	7745.8836	16869.3448	4.54268292682927	NA	6	6
"colorectal60.txt"	"Colorectal cancer"	"European"	"30510241"	"GECCO/CORECT/CCFR"	58131	67347	TRUE	"rs2524299"	"A"	"T"	0.0627	0.0133	0.8752	2.704e-06	NA	NA	NA	NA	NA	0.6505	0	"3.322"	"++++-+"	TRUE	60	4.692	FALSE	"FAsnps"	FALSE	NA	14509.4976	16809.8112	4.71428571428572	NA	6	6
"colorectal_females61.txt"	"Colorectal cancer in females"	"European"	"30510241"	"GECCO/CORECT/CCFR"	26843	32820	TRUE	"rs2524299"	"A"	"T"	0.0531	0.0191	0.8745	0.005834	NA	NA	NA	NA	NA	0.2379	26.2	"6.775"	"+--+++"	TRUE	61	2.757	FALSE	"FAsnps"	NA	NA	6737.593	8237.82	2.78010471204189	NA	6	6
"colorectal_males62.txt"	"Colorectal cancer in males"	"European"	"30510241"	"GECCO/CORECT/CCFR"	31288	34527	TRUE	"rs2524299"	"A"	"T"	0.0729	0.0186	0.876	7.53e-05	NA	NA	NA	NA	NA	0.2671	22.2	"6.424"	"-+++++"	TRUE	62	3.959	FALSE	"FAsnps"	NA	NA	7759.424	8562.696	3.91935483870968	NA	6	6
"colorectal_distal63.txt"	"Distal colorectal cancer"	"European"	"30510241"	"GECCO/CORECT/CCFR"	15306	67694	TRUE	"rs2524299"	"A"	"T"	0.0947	0.0219	0.8747	1.248e-05	NA	NA	NA	NA	NA	0.9173	0	"1.463"	"++++++"	TRUE	63	4.369	FALSE	"FAsnps"	NA	NA	3835.6836	16964.1164	4.32420091324201	NA	6	6
"colorectal_proximal64.txt"	"Proximal colorectal cancer"	"European"	"30510241"	"GECCO/CORECT/CCFR"	13857	67694	TRUE	"rs2524299"	"A"	"T"	0.0666	0.0213	0.8744	0.002462	NA	NA	NA	NA	NA	0.3674	7.7	"5.415"	"-+-+++"	TRUE	64	3.028	FALSE	"FAsnps"	NA	NA	3480.8784	17004.7328	3.12676056338028	NA	6	6
"rectal65.txt"	"Rectal cancer"	"European"	"30510241"	"GECCO/CORECT/CCFR"	15775	67694	TRUE	"rs2524299"	"A"	"T"	0.0377	0.0211	0.8738	0.07635	NA	NA	NA	NA	NA	0.5414	0	"4.056"	"++++-+"	TRUE	65	1.772	FALSE	"FAsnps"	NA	NA	3981.61	17085.9656	1.78672985781991	NA	6	6
"gli66.txt"	"Glioma"	"European"	"28346443"	"GICC/MDA"	5747	5522	FALSE	"rs2524299"	"A"	"T"	-0.054	0.0454	0.8709	0.2342	NA	NA	NA	NA	NA	NA	NA	NA	"--"	TRUE	66	NA	TRUE	"full summary stats"	FALSE	"glioma"	1483.8754	1425.7804	-1.18942731277533	NA	2	2
"skinbcc70.txt"	"Basal cell skin cancer"	"European"	"23548203"	"HNMSC"	4242	12802	FALSE	"rs2524299"	"A"	"T"	-0.0237	0.0389	0.879	0.5418	NA	NA	NA	NA	NA	0.8835	0	NA	"--+"	TRUE	70	NA	FALSE	"FAsnps"	FALSE	NA	1026.564	3098.084	-0.609254498714653	NA	3	3
"skinscc71.txt"	"Squamous cell skin cancer"	"European"	"23548203"	"HNMSC"	825	11518	FALSE	"rs2524299"	"A"	"T"	-0.1023	0.1039	0.8783	0.3245	NA	NA	NA	NA	NA	0.8902	0	NA	"---"	TRUE	71	NA	FALSE	"FAsnps"	FALSE	NA	200.805	2803.4812	-0.984600577478345	NA	3	3
"pro128.txt"	"Prostate cancer"	"European"	"29892016"	"PRACTICAL"	79148	61106	FALSE	"rs2524299"	"A"	"T"	-0.0168	0.0121	0.8613	0.1648	NA	NA	NA	NA	NA	NA	NA	NA	"--+----+"	TRUE	128	NA	TRUE	"full summary stats"	FALSE	"prostate carcinoma"	21955.6552	16950.8044	-1.38842975206612	NA	8	8
