lnor	se	lnor_sh	se_sh	eaf	ncase	ncontrol	mac_case	mac_control
1.56643	0.827381	1.9999	1.32756568892427	0.00274569	677	3940	3.71766426	21.6360372
1.83869	0.82467	1.9999	1.4107554245346	0.0024335	677	3940	3.294959	19.17598
2.07956	0.905314	1.9999	1.44537772441787	0.00231904	677	3940	3.13998016	18.2740352
1.9193	0.835635	1.9999	1.41965027574132	0.0024033	677	3940	3.2540682	18.938004
1.81711	0.822922	1.9999	1.41611662763012	0.00241523	677	3940	3.27022142	19.0320124
1.90505	0.835201	1.9999	1.41484642926383	0.00241954	677	3940	3.27605716	19.0659752
2.02345	0.850305	1.9999	1.42002799410795	0.00240203	677	3940	3.25234862	18.9279964
1.99029	0.84776	1.9999	1.42944475172973	0.00237069	677	3940	3.20991426	18.6810372
1.98985	0.849733	1.9999	1.42393266743546	0.00238896	677	3940	3.23465184	18.8250048
1.92213	0.849228	1.9999	1.4298302755699	0.00236942	677	3940	3.20819468	18.6710296
1.97909	0.857097	1.9999	1.43721141212016	0.0023453	677	3940	3.1755362	18.480964
1.96937	0.866946	1.9999	1.44482294771446	0.00232081	677	3940	3.14237674	18.2879828
2.173	0.896565	1.9999	1.44494199891655	0.00232043	677	3940	3.14186222	18.2849884
2.14478	0.896597	1.9999	1.44200870146346	0.00232982	677	3940	3.15457628	18.3589816
2.15503	0.896906	1.9999	1.44351218330838	0.002325	677	3940	3.14805	18.321
2.03926	0.895608	1.9999	1.44965533515256	0.00230546	677	3940	3.12159284	18.1670248
2.21572	0.922794	1.9999	1.45380806917489	0.00229239	677	3940	3.10389606	18.0640332
2.04933	0.904819	1.9999	1.44458493282316	0.00232157	677	3940	3.14340578	18.2939716
2.07455	0.907915	1.9999	1.44809175926255	0.00231041	677	3940	3.12829514	18.2060308
2.21411	0.92449	1.9999	1.44877342967592	0.00230825	677	3940	3.1253705	18.18901
2.08595	0.908959	1.9999	1.449535125039	0.00230584	677	3940	3.12210736	18.1700192
2.0663	0.910098	1.9999	1.45616219642024	0.00228503	677	3940	3.09393062	18.0060364
0.911195	0.492182	1.9999	1.15741962527772	0.00360381	677	3940	4.87955874	28.3980228
0.767856	0.580299	1.9999	1.25651876690618	0.00306231	677	3940	4.14636774	24.1310028
1.51343	1.61868	1.9999	3.7117458755535	0.000353553	677	3940	0.478710762	2.78599764
1.22673	0.393769	1.9999	0.959696829927806	0.00521865	677	3940	7.0660521	41.122962
3.4395	1.37326	1.9999	2.61791971811029	0.000710025	677	3940	0.96137385	5.594997
0.804634	0.413389	1.9999	0.864506259507688	0.00641028	677	3940	8.67951912	50.5130064
1.04191	0.38787	1.9999	0.8265631216056	0.00700102	677	3940	9.47938108	55.1680376
0.964655	0.390035	1.9999	0.841234704870784	0.00676333	677	3940	9.15754882	53.2950404
0.947498	0.386805	1.9999	0.838801456962478	0.00680191	677	3940	9.20978614	53.5990508
0.829332	0.357311	1.9999	0.813569441422559	0.00722208	677	3940	9.77869632	56.9099904
0.915934	0.364431	1.9999	0.84002370025415	0.00678249	677	3940	9.18349146	53.4460212
0.979634	0.38469	1.9999	0.84754922823325	0.00666472	677	3940	9.02403088	52.5179936
0.968474	0.381909	1.9999	0.844842179159711	0.00670673	677	3940	9.08091242	52.8490324
1.1297	0.397175	1.9999	0.888599334396527	0.00607297	677	3940	8.22280138	47.8550036
1.47675187668047	0.8176	1.9999	0.714180983201327	0.0026	1519	804	7.8988	4.1808
2.08170148608068	1.252	1.9999	0.940420322055562	0.0015	1519	804	4.557	2.412
2.07932903535124	1.2623	1.9999	0.940420322055562	0.0015	1519	804	4.557	2.412
2.04481127628093	1.1936	1.9999	0.858442383004627	0.0018	1519	804	5.4684	2.8944
2.16257561998571	1.2528	1.9999	0.883343571667791	0.0017	1519	804	5.1646	2.7336
1.28265458636013	1.4654	1.9999	2.62546969373512	0.9995	1519	804	1.51899999999983	0.803999999999911
1.29538448576005	1.4693	1.9999	2.62546969373512	0.9995	1519	804	1.51899999999983	0.803999999999911
1.66642297791676	1.4086	1.9999	1.05147160599559	0.0012	1519	804	3.6456	1.9296
1.57530185050442	1.2167	1.9999	1.01020523899372	0.0013	1519	804	3.9494	2.0904
1.70097735557455	1.3382	1.9999	0.973442781398939	0.0014	1519	804	4.2532	2.2512
1.81309686587541	1.2949	1.9999	0.883343571667791	0.0017	1519	804	5.1646	2.7336
2.37441260974193	1.5168	1.9999	0.910543851104047	0.0016	1519	804	4.8608	2.5728
1.38020083323133	1.2357	1.9999	1.09824375857177	0.0011	1519	804	3.3418	1.7688
4.53999572935307	9.1446	1.9999	4.15261265437493	0.9998	1519	804	0.607599999999933	0.321599999999965
1.07959934948618	0.7159	1.9999	1.06888787506958	0.997	1519	804	9.11400000000001	4.824
1.3724996500977	0.7844	1.9999	0.714180983201327	0.0026	1519	804	7.8988	4.1808
1.37328510652625	0.7845	1.9999	0.714180983201327	0.0026	1519	804	7.8988	4.1808
1.3733104335616	0.7845	1.9999	0.714180983201327	0.0026	1519	804	7.8988	4.1808
1.44458685387141	0.9033	1.9999	0.776442977539468	0.0022	1519	804	6.6836	3.5376
1.90693169226987	1.1038	1.9999	0.910543851104047	0.0016	1519	804	4.8608	2.5728
1.89460181696071	1.0997	1.9999	0.910543851104047	0.0016	1519	804	4.8608	2.5728
1.89931257939278	1.1011	1.9999	0.910543851104047	0.0016	1519	804	4.8608	2.5728
1.9069168386155	1.1034	1.9999	0.910543851104047	0.0016	1519	804	4.8608	2.5728
1.99524438287908	1.1346	1.9999	0.883343571667791	0.0017	1519	804	5.1646	2.7336
2.00075000409806	1.1362	1.9999	0.883343571667791	0.0017	1519	804	5.1646	2.7336
3.25092085427239	1.8111	1.9999	0.940420322055562	0.0015	1519	804	4.557	2.412
1.40334811568572	0.8924	1.9999	0.858442383004627	0.0018	1519	804	5.4684	2.8944
1.26784860591341	0.8648	1.9999	0.858442383004627	0.0018	1519	804	5.4684	2.8944
2.36239055586197	1.2559	1.9999	0.940420322055562	0.0015	1519	804	4.557	2.412
2.07971650387427	0.9554	1.9999	0.794726752199873	0.0021	1519	804	6.3798	3.3768
1.85567279497171	0.8737	1.9999	0.794726752199873	0.0021	1519	804	6.3798	3.3768
1.79803970718521	0.9125	1.9999	0.814364979681969	0.002	1519	804	6.076	3.216
1.9328972762614	0.8868	1.9999	0.776442977539468	0.0022	1519	804	6.6836	3.5376
2.07114471802985	1.5201	1.9999	0.940420322055562	0.0015	1519	804	4.557	2.412
1.62554745416717	1.2072	1.9999	0.973442781398939	0.0014	1519	804	4.2532	2.2512
1.60313811028557	0.7535	1.9999	0.59064779941423	0.0038	1519	804	11.5444	6.1104
2.39286445762377	1.5494	1.9999	0.973442781398939	0.0014	1519	804	4.2532	2.2512
2.36098606786852	1.5109	1.9999	0.940420322055562	0.0015	1519	804	4.557	2.412
2.11445872081172	1.2173	1.9999	0.776442977539468	0.0022	1519	804	6.6836	3.5376
2.23812123573572	1.4078	1.9999	0.883343571667791	0.0017	1519	804	5.1646	2.7336
1.35629896358449	1.382	1.9999	2.07492649350296	0.9992	1519	804	2.43040000000007	1.28640000000004
1.90486491533333	1.192	1.9999	0.814364979681969	0.002	1519	804	6.076	3.216
0.891013948689362	0.8716	1.9999	1.46589693430412	0.9984	1519	804	4.86080000000014	2.57280000000007
1.90419489855784	1.4407	1.9999	1.01020523899372	0.0013	1519	804	3.9494	2.0904
1.80928827151235	1.4243	1.9999	1.05147160599559	0.0012	1519	804	3.6456	1.9296
2.00265498532035	1.4397	1.9999	0.973442781398939	0.0014	1519	804	4.2532	2.2512
0.898411852986864	0.8828	1.9999	1.46589693430412	0.9984	1519	804	4.86080000000014	2.57280000000007
1.48869299473253	1.3041	1.9999	1.09824375857177	0.0011	1519	804	3.3418	1.7688
1.66426694871278	0.7542	1.9999	0.58301817545174	0.0039	1519	804	11.8482	6.2712
1.50756021361137	0.8382	1.9999	1.24929320625836	0.9978	1519	804	6.68359999999994	3.53759999999997
1.71642510433645	1.2084	1.9999	0.940420322055562	0.0015	1519	804	4.557	2.412
1.61029754284598	1.1759	1.9999	1.01020523899372	0.0013	1519	804	3.9494	2.0904
1.73423628298439	1.1196	1.9999	0.883343571667791	0.0017	1519	804	5.1646	2.7336
1.73310582043421	1.1193	1.9999	0.883343571667791	0.0017	1519	804	5.1646	2.7336
1.71563407883856	1.1148	1.9999	0.883343571667791	0.0017	1519	804	5.1646	2.7336
1.72755866883419	1.1237	1.9999	0.883343571667791	0.0017	1519	804	5.1646	2.7336
3.29775354651665	2.1959	1.9999	1.05147160599559	0.0012	1519	804	3.6456	1.9296
2.94357544853643	1.4687	1.9999	0.63386079154054	0.0033	1519	804	10.0254	5.3064
1.50365508539315	1.0505	1.9999	0.883343571667791	0.0017	1519	804	5.1646	2.7336
2.48723726512628	1.5425	1.9999	0.858442383004627	0.0018	1519	804	5.4684	2.8944
0.672083875794243	0.199044169130063	1.9999	0.495723729754968	0.0132169	1091	372016	28.8392758	9833.7965408
0.000631263	0.000292685	1.9999	1.68304256498731	0.00815542	156	337003	2.54449104	5496.80201252
0.00059417	0.000290168	1.9999	1.63122498911296	0.00866847	156	337003	2.70456264	5842.60079082
0.00134249	0.000436379	1.9999	0.971952749089814	0.00940246	404	336755	7.59718768	6332.6508346
1.04	0.329	1.9999	0.829657628578009	0.014352	358	407399	10.276032	11693.980896
1.09	0.21	1.9999	0.472883551285349	0.040836	358	407399	29.238576	33273.091128
1.2	0.336	1.9999	0.760244290574829	0.01696	358	407399	12.14336	13818.97408
1.6	0.988	1.9999	2.05510117590349	0.002424	358	407399	1.735584	1975.070352
32.7	11.9	1.9999	11.3522015055084	8e-05	358	407399	0.05728	65.18384
0.874	0.204	1.9999	0.483028899658934	0.039315	358	407399	28.14954	32033.78337
2.94	1.32	1.9999	2.73594268196128	0.001372	358	407399	0.982352	1117.902856
1.55	0.416	1.9999	0.950643671137211	0.01104	358	407399	7.90464	8995.36992
0.763	0.403	1.9999	0.983666204432094	0.010333	358	407399	7.398428	8419.307734
0.00342984	0.00074947	1.9999	0.38562877314511	0.0129341	1841	359353	47.6233562	9295.8152746
